product>>brand,product>>category,product>>currency,product>>date,product>>description,product>>images,product>>name,product>>sku,product>>url,product>>variations
Orrefors,home|#homegoals,USD,2017-12-07T21:43:33.583Z,"Reminiscent of luminous clusters of pearls, this luxe, richly textured crystal serveware by Orrefors brings bold dimension and elegance to entertaining.",https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/8738065_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/8738065_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8738066_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8738066_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8738067_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8738067_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8738068_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8738068_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/9153885_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/9153885_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/8738065_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/8738065_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8738066_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8738066_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8738067_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8738067_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9147434_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8738068_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8738068_fpx.tif,Orrefors Pearl Serveware Collection,1744376,https://www.bloomingdales.com/shop/product/orrefors-pearl-serveware-collection?ID=1744376,White|White|White|White|White|White|White|White|White
KitchenAid,home|#homegoals,USD,2017-12-07T21:43:34.793Z,,https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8465739_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8550707_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8531266_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8367390_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8465741_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8367392_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8550711_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8550712_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/8367394_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8367396_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/8550714_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8367398_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8367392_fpx.tif,KitchenAid Diamond Blender #KSB1575,786894,https://www.bloomingdales.com/shop/product/kitchenaid-diamond-blender-ksb1575?ID=786894,Blue|Tan/Beige|Silver|Blue|Red|Green|Yellow|Silver|Black|Orange|White
Georg Jensen,home|#homegoals,USD,2017-12-07T21:43:35.781Z,Georg Jensen's decidedly modern mirror-polished teacup draws inspiration from the Japanese tea ceremony and European afternoon tea rituals.,https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8763826_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8763826_fpx.tif,Georg Jensen Tea with Georg Espresso Cup & Saucer,1342380,https://www.bloomingdales.com/shop/product/georg-jensen-espresso-cup-saucer?ID=1342380,Silver
Waterford,home|#homegoals,USD,2017-12-07T21:43:36.737Z,"Waterford's brilliant crystal collection merges the elegant Lismore Essence stem with the contemporary cuts of Lismore Diamond. The result is a striking, of-the-moment design that's at home on any table.",https://images.bloomingdales.com/is/image/BLM/products/6/optimized/9694476_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8587201_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8587201_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8587199_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8587199_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8596343_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8596343_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8587200_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8587200_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8587202_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8587202_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/9092310_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/9092310_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8587201_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8587201_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8587199_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8587199_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8596343_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8596343_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8587200_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8587200_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8587202_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8587202_fpx.tif,Waterford Lismore Diamond Essence Stemware Collection,1693779,https://www.bloomingdales.com/shop/product/waterford-lismore-diamond-essence-stemware-collection?ID=1693779,White|White|White|White|White|White|White|White|White
Shun,home|#homegoals,USD,2017-12-07T21:43:38.176Z,"Recalling the hand-forged artistry of ancient Japanese knives, each handcrafted piece in Shun�s masterfully designed Premier line takes at least 100 steps to complete � but is updated for the modern world using the industry�s finest materials. Each blade has a core of Shun's proprietary VG-MAX �super steel� that�s layered with Damascus cladding for added support, precision and stain-resistance. Contoured, comfortable walnut-finished PakkaWood handles beautifully complement the blades.",https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8344229_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8344229_fpx.tif,Shun Premier 7-Piece Essential Block Set,755459,https://www.bloomingdales.com/shop/product/shun-premier-7-piece-essential-block-set?ID=755459,Multi
Mariposa,home|#homegoals,USD,2017-12-07T21:43:39.941Z,Textural recycled aluminum and North American ash wood forms this artful beach-inspired cheese board. Mariposa partnered with Vermont artisan J.K. Adams to create each piece in their rustic yet refined Driftwood Collection.,https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8791703_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8791703_fpx.tif,Mariposa Pineapple Cheese Board,1380841,https://www.bloomingdales.com/shop/product/mariposa-pineapple-cheese-board?ID=1380841,Silver
Mariposa,home|#homegoals,USD,2017-12-07T21:43:40.080Z,Textural recycled aluminum and North American ash wood forms this artful beach-inspired cheese board. Mariposa partnered with Vermont artisan J.K. Adams to create each piece in their rustic yet refined Driftwood Collection.,https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8791703_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8791703_fpx.tif,Mariposa Pineapple Cheese Board,1380841,https://www.bloomingdales.com/shop/product/mariposa-pineapple-cheese-board?ID=1380841,Silver
Jasper Conran Wedgwood,home|#homegoals,USD,2017-12-07T21:43:41.522Z,Gleaming bands of 22K gold bring special occasion-worthy refinement to white bone china dinnerware by designer Jasper Conran for Wedgwood.,https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8436232_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8436232_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8436228_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8436228_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8436227_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8436227_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8436229_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8436229_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8436230_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8436230_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8436236_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8436236_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8872043_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8872043_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8436232_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8436232_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8436228_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8436228_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8436227_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8436227_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8436229_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8436229_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8436230_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8436230_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8436236_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/8436236_fpx.tif,Jasper Conran Wedgwood Gold Dinnerware,885256,https://www.bloomingdales.com/shop/product/jasper-conran-wedgwood-gold-dinnerware?ID=885256,Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold
kate spade new york,home|#homegoals,USD,2017-12-07T21:43:43.329Z,"Kate spade new york crafts this classic, ultra-versatile flatware with slim, elegant handles and a simple ribbed design.",https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8759213_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8759213_fpx.tif,kate spade new york Library Lane 5-Piece Place Setting,1336798,https://www.bloomingdales.com/shop/product/kate-spade-new-york-library-lane-5-piece-place-setting?ID=1336798,Silver
OXO,home|#homegoals,USD,2017-12-07T21:43:44.368Z,OXO Good Grips 5 Piece POP Container Set,https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8813609_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/8813609_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8813608_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/8813608_fpx.tif,OXO Good Grips 5 Piece POP Container Set,482986,https://www.bloomingdales.com/shop/product/oxo-good-grips-5-piece-pop-container-set?ID=482986,
kate spade new york,home|#homegoals,USD,2017-12-07T21:43:45.937Z,"Classic blue-and-white dishes get a fresh modern update with kate spade new york�s painterly assortment of stripes, spots, swirls and other motifs. Variations in design make them perfect for mixing and matching.",https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8707142_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8707142_fpx.tif,"kate spade new york Charlotte Street Canister, Large",1227493,https://www.bloomingdales.com/shop/product/kate-spade-new-york-charlotte-street-canister-large?ID=1227493,Multi
KitchenAid,home|#homegoals,USD,2017-12-07T21:43:47.159Z,"The stylish Artisan mixer achieves its luster with a special 2-coat finish that's complemented by a 5-quart stainless steel bowl with handle, pouring spout and measurement markings.",https://images.bloomingdales.com/is/image/BLM/products/7/optimized/9123247_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/9123248_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/1108253_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/9123253_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/9123254_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/1108250_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/1258638_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/1108245_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/1258640_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/9123257_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/9123258_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/1183879_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/945242_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/1108237_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8367402_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/945235_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/9123245_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/1198078_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/971718_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/1108256_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/9123251_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8531270_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/945236_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/1108239_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/1108252_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/2/optimized/8531272_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8021007_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/1258637_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/1108247_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/6/optimized/1108246_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/9123249_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/4/optimized/1108254_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/9209399_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/5/optimized/9123255_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/971719_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/1183878_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/8/optimized/1108238_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8367400_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/1/optimized/8387831_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/9195819_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/9/optimized/1108239_fpx.tif,KitchenAid Artisan 5-Quart Tilt Head Stand Mixer #KSM150PS,540990,https://www.bloomingdales.com/shop/product/kitchenaid-artisan-5-quart-tilt-head-stand-mixer-ksm150ps?ID=540990,Ivory/Cream|Blue|Black|Blue|Red|Purple|Yellow|Silver|Blue|Red|Blue|Brown|Red|Green|Black|Yellow|Blue|Green|Red|Silver|Orange|Pink|White|Multi
Michael Wainwright,home|#homegoals,USD,2017-12-07T21:43:48.055Z,,https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8850773_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8850773_fpx.tif,Michael Wainwright Truro Gold Wood Cheese Tray with Knife,1466001,https://www.bloomingdales.com/shop/product/michael-wainwright-truro-gold-wood-cheese-tray-with-knife?ID=1466001,Gold
Michael Wainwright,home|#homegoals,USD,2017-12-07T21:43:48.260Z,,https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8850773_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/3/optimized/8850773_fpx.tif,Michael Wainwright Truro Gold Wood Cheese Tray with Knife,1466001,https://www.bloomingdales.com/shop/product/michael-wainwright-truro-gold-wood-cheese-tray-with-knife?ID=1466001,Gold
Michael Aram,home|#homegoals,USD,2017-12-07T21:43:49.091Z,"The rustic texture of wind-swept palm fronds was the muse behind Michael Aram�s sculptural Palm collection. Each piece�s intricate, handcrafted silhouette is artfully highlighted by a warm antique-gold finish.",https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8800050_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/0/optimized/8800050_fpx.tif,Michael Aram Palm Centerpiece Shallow Bowl,1394625,https://www.bloomingdales.com/shop/product/michael-aram-palm-centerpiece-shallow-bowl?ID=1394625,Gold
Georg Jensen,home|#homegoals,USD,2017-12-07T21:43:50.752Z,"Artfully designed in Denmark, these sleek, mirror-polished stainless steel napkin rings by Georg Jensen lend streamlined style to the table.",https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8763847_fpx.tif|https://images.bloomingdales.com/is/image/BLM/products/7/optimized/8763847_fpx.tif,Georg Jensen Pyramide Napkin Rings,1342402,https://www.bloomingdales.com/shop/product/georg-jensen-pyramide-napkin-rings?ID=1342402,Silver
