product>>brand,product>>category,product>>date,product>>description,product>>images,product>>name,product>>sku,product>>url,product>>variations
Voluspa,gifts|features|the gift set guide,2017-12-05T21:16:08.334Z,"Over ten years ago, husband and wife team Troy and Traci Arntsen began creating scented candles right in their home kitchen. Today, the couple own and operate Voluspa, an internationally renowned home fragrance label beloved for their signature coconut wax blends and luxurious packaging. *First Set* **Prosecco Rose**: refreshing, sparkling pink prosecco and rose petals (FLORAL) **Branche Vermeil**: a winter spruce infused with notes of citron, balsam wood and sugar (WOODSY) **Blond Tabac**: notes of warm perique tobacco and vanilla husk layered with sandalwood (SPICE) **Bourbon Vanille**: fragrant vanilla beans - ground and distilled for extract (SPICE) *Second Set* **Aurantia & Blackberry**: notes of aurantia wood, ripe blackberry, and fresh acai (WOODSY) **Casa Pacifica**: a fresh spray of sea salt, shore brush and California driftwood (FRESH) **Makassar Ebony & Peach**: a fragrant blend of ebony wood, ripe peach and apple blossom (SPICE) **Perse Bloom**: a bouquet of peony, night jasmine and Egyptian mimosa (FLORAL)",https://images.anthropologie.com/is/image/Anthropologie/43769629_007_b2|https://images.anthropologie.com/is/image/Anthropologie/43769629_007_b|http://images.anthropologie.com/is/image/Anthropologie/43769629_007_b2|http://images.anthropologie.com/is/image/Anthropologie/43769629_007_b|http://images.anthropologie.com/is/image/Anthropologie/43769629_014_b2,Voluspa Maison Mini Candle Gift Set,43769629,https://www.anthropologie.com/shop/voluspa-maison-mini-candle-gift-set,Bright|Neutral
Illume,gifts|features|the gift set guide,2017-12-05T21:16:09.008Z,"New from the fragrance masters at Illume, Anatomy of a Fragrance bath and beauty products are sophisticated, lighthearted luxuries. Each is crafted in Minnesota, where Illume combines their signature scents with beautiful packaging designed in-house. From lavish hand creams to triple-milled soaps to nature-inspired perfumes, their line is ready-made for gifting and indulging. **Honey Rose**: a warm, romantic scent with notes of lily of the valley, sandalwood and bergamot **Orchid Vanille**: a bright, fresh combination of orange blossom, jasmine, black currant and praline **Wildflower Bergamot**: A zesty blend of bergamot, lemon and mango layered with cedar and sandalwood",https://images.anthropologie.com/is/image/Anthropologie/44448363_040_b|http://images.anthropologie.com/is/image/Anthropologie/44448363_040_b|http://images.anthropologie.com/is/image/Anthropologie/44448363_070_b|http://images.anthropologie.com/is/image/Anthropologie/44448363_065_b,Anatomy of a Fragrance Gift Set,44448363,https://www.anthropologie.com/shop/anatomy-of-a-fragrance-gift-set,Wildflower Bergamot|Orchid Vanille|Honey Rose
Anthropologie,gifts|features|the gift set guide,2017-12-05T21:16:09.714Z,"A perfect stocking stuffer, this earring set allows her to swap out posts to suit her style",https://images.anthropologie.com/is/image/Anthropologie/44739399_060_b|https://images.anthropologie.com/is/image/Anthropologie/44739399_060_b2|http://images.anthropologie.com/is/image/Anthropologie/44739399_060_b|http://images.anthropologie.com/is/image/Anthropologie/44739399_060_b2|http://images.anthropologie.com/is/image/Anthropologie/44739399_099_b|http://images.anthropologie.com/is/image/Anthropologie/44739399_099_b2|http://images.anthropologie.com/is/image/Anthropologie/44739399_066_b|http://images.anthropologie.com/is/image/Anthropologie/44739399_066_b2,Delicate Earring Set,44739399,https://www.anthropologie.com/shop/delicate-earring-set,RED|DARK TURQUOISE|PINK
Cosabella,gifts|features|the gift set guide,2017-12-05T21:16:10.441Z,"After immigrating to Miami, Italian native Valeria Campello founded Cosabella with the intention of bringing delicate, Italian-made lingerie to the states. After years of working closely with Italian vendors and American customers, Campello had become a savvy, knowledgeable businesswoman herself, and re-launched Cosabella as her own brand of luxe, feminine undergarments made from high-quality Italian textiles. Now a family-owned business, Cosabella is beloved for its comfortable, endlessly romantic pieces meant for everyday wear.",https://images.anthropologie.com/is/image/Anthropologie/44056745_049_b|https://images.anthropologie.com/is/image/Anthropologie/44056745_049_b2|https://images.anthropologie.com/is/image/Anthropologie/44056745_049_b3|https://images.anthropologie.com/is/image/Anthropologie/44056745_049_b4|http://images.anthropologie.com/is/image/Anthropologie/44056745_049_b|http://images.anthropologie.com/is/image/Anthropologie/44056745_049_b2|http://images.anthropologie.com/is/image/Anthropologie/44056745_049_b3|http://images.anthropologie.com/is/image/Anthropologie/44056745_049_b4|http://images.anthropologie.com/is/image/Anthropologie/44056745_015_b|http://images.anthropologie.com/is/image/Anthropologie/44056745_015_b2|http://images.anthropologie.com/is/image/Anthropologie/44056745_015_b3|http://images.anthropologie.com/is/image/Anthropologie/44056745_015_b4,Cosabella Ski Trip Sleep Set,44056745,https://www.anthropologie.com/shop/cosabella-ski-trip-sleep-set,BLUE MOTIF|NEUTRAL MOTIF
Liberty for Anthropologie,gifts|features|the gift set guide,2017-12-05T21:16:11.270Z,"Guided by his vision to create fashion that eschewed the trends of his time, Arthur Lasenby Liberty created the iconic Liberty London in 1875. Housed in a mock-Tudor building on Great Marlborough Street, the brand is widely known for the eclectic prints that define its line of luxury fabrics, accessories and home goods. A time-honored haven for those with a penchant for ornamentation, Liberty has formed a legacy rooted in its exceptionally crafted designs and its decidedly British sensibilities. **Sophie Jane**: in a print drawn from Liberty's ""Plants that Changed the World"" collection, tea and coffee mingle amongst blooming periwinkles and fragrant pinks, celebrating British history and traditions - and of course, the joy of a good, hot beverage. **Wiltshire Berry:** originally designed in 1939, this classic Liberty print - with its repeating leaf and berry pattern - is a well-loved motif with decades of history. **Peacock Orchard:** exotic birds perch and play in a forest of fruit trees and foliage on this conversational print, which draws its inspiration from an archived Liberty artwork. **Nina Taylor:** originally designed for a seasonal collection inspired by William Morris's poem, ""Earthly Paradise,"" this hand-drawn sandalwood print recalls the charm and beauty of the visible world.",https://images.anthropologie.com/is/image/Anthropologie/42475814_000_b|https://images.anthropologie.com/is/image/Anthropologie/42475814_000_b2|http://images.anthropologie.com/is/image/Anthropologie/42475814_000_b|http://images.anthropologie.com/is/image/Anthropologie/42475814_000_b2,Liberty for Anthropologie Cheese Spreader Set,42475814,https://www.anthropologie.com/shop/liberty-for-anthropologie-cheese-spreader-set,ASSORTED
The Beauty Chef,gifts|features|the gift set guide,2017-12-05T21:16:12.252Z,"When taken as a daily shot of extra nutritional support, each bio-fermented, certified organic, probiotic elixir promotes a radiant complexion and protects your skin and body from free-radical damage, dryness and signs of aging. The Beauty Chef's line of nutrient-dense supplements, serums, balms and boosts are organic, naturopathic and sustainably handcrafted in the founder's hometown of Bondi Beach, Australia. Each formula is packed with collagen- stimulating proteins, detoxifying cruciferous veggies, antioxidant-rich berries and other garden-grown wonders. **Hydration Boost**: Organic coconut water, aloe vera and lemon myrtle combat dullness, and improve digestive health and overall circulation. **Collagen Boost**: An antioxidant-rich berry blend increases the skin's production of plumping collagen, combats cellular damage and supports the growth of hair and nails. **Antioxidant Boost**: An enzyme-packed formula of papaya, pomegranate, green tea and vitamin E combats fatigue and boosts overall skin radiance and firmness.",https://images.anthropologie.com/is/image/Anthropologie/44751006_010_b|https://images.anthropologie.com/is/image/Anthropologie/44751006_010_b2|http://images.anthropologie.com/is/image/Anthropologie/44751006_010_b|http://images.anthropologie.com/is/image/Anthropologie/44751006_010_b2,The Beauty Chef Boost Set,44751006,https://www.anthropologie.com/shop/the-beauty-chef-boost-set,WHITE
Anthropologie,gifts|features|the gift set guide,2017-12-05T21:16:12.825Z,This geo-printed set comes in an eclectic palette of complementary hues.,https://images.anthropologie.com/is/image/Anthropologie/42719468_000_b|https://images.anthropologie.com/is/image/Anthropologie/42719468_000_b2|http://images.anthropologie.com/is/image/Anthropologie/42719468_000_b|http://images.anthropologie.com/is/image/Anthropologie/42719468_000_b2,Geo-Printed Dishcloth Set,42719468,https://www.anthropologie.com/shop/geo-printed-dishcloth-set,ASSORTED
Beekman 1802,gifts|features|the gift set guide,2017-12-05T21:16:13.762Z,"In 2007, partners Josh Kilmer-Purcell and Brent Ridge bought the historic Beekman 1802 farm as a weekend escape from their busy NYC lives. Today - thanks to the help of nearby neighbors who helped them produce their first batch of cheese and soaps from goat's milk - the brand is widely known for its artisan-made goods centered around seasonal living and neighborly sharing. **Aloe & Iris**: a soft, soothing blend of refreshing aloe and iris **Fragrance Free**: naturally scented and formulated for sensitive skin **Honey & Oats**: exfoliating oats with notes of honey and apricot **Honeysuckle & Moss**: a bright blend of honeysuckle, cyclamen, jasmine, and fresh moss **Linden**: a bouquet of linden blossoms, lotus and water orchid with a soft amber base **Oak Moss**: woodsy and aromatic, with notes of warm amber and chypre shea **Sweet Autumn Clematis**: scented with notes of sweet autumn clematis, jasmine, and a hint of almond",https://images.anthropologie.com/is/image/Anthropologie/44047967_000_b|https://images.anthropologie.com/is/image/Anthropologie/44047967_000_b2|http://images.anthropologie.com/is/image/Anthropologie/44047967_000_b|http://images.anthropologie.com/is/image/Anthropologie/44047967_000_b2|http://images.anthropologie.com/is/image/Anthropologie/44047967_010_b|http://images.anthropologie.com/is/image/Anthropologie/44047967_010_b2|http://images.anthropologie.com/is/image/Anthropologie/44047967_006_b|http://images.anthropologie.com/is/image/Anthropologie/44047967_006_b2,Beekman 1802 Goat Milk Travel Soap Set,44047967,https://www.anthropologie.com/shop/beekman-1802-goat-milk-travel-soap-set,ASSORTED|WHITE|LIGHT GREY
Anthropologie,gifts|features|the gift set guide,2017-12-05T21:16:14.657Z,,https://images.anthropologie.com/is/image/Anthropologie/43741222_049_b|https://images.anthropologie.com/is/image/Anthropologie/43741222_049_b2|http://images.anthropologie.com/is/image/Anthropologie/43741222_049_b|http://images.anthropologie.com/is/image/Anthropologie/43741222_049_b2,Perfectly Paired Mug Gift Set,43741222,https://www.anthropologie.com/shop/perfectly-paired-mug-gift-set,BLUE MOTIF
Anthropologie,gifts|features|the gift set guide,2017-12-05T21:16:15.521Z,"For a gift that will impress, choose one of these lovely jewelry sets - each comes with a trinket dish she's sure to treasure.",https://images.anthropologie.com/is/image/Anthropologie/44976496_004_b|https://images.anthropologie.com/is/image/Anthropologie/44976496_004_b2|https://images.anthropologie.com/is/image/Anthropologie/44976496_004_b3|https://images.anthropologie.com/is/image/Anthropologie/44976496_004_b14|http://images.anthropologie.com/is/image/Anthropologie/44976496_004_b|http://images.anthropologie.com/is/image/Anthropologie/44976496_004_b2|http://images.anthropologie.com/is/image/Anthropologie/44976496_004_b3|http://images.anthropologie.com/is/image/Anthropologie/44976496_004_b14|http://images.anthropologie.com/is/image/Anthropologie/44976496_060_b|http://images.anthropologie.com/is/image/Anthropologie/44976496_060_b2|http://images.anthropologie.com/is/image/Anthropologie/44976496_060_b3|http://images.anthropologie.com/is/image/Anthropologie/44976496_060_b10|http://images.anthropologie.com/is/image/Anthropologie/44976496_060_b14|http://images.anthropologie.com/is/image/Anthropologie/44976496_041_b|http://images.anthropologie.com/is/image/Anthropologie/44976496_041_b2|http://images.anthropologie.com/is/image/Anthropologie/44976496_041_b10|http://images.anthropologie.com/is/image/Anthropologie/44976496_041_b14,Sweet Nothings Trinket Dish Gift Set,44976496,https://www.anthropologie.com/shop/sweet-nothings-trinket-dish-gift-set,GREY|RED|NAVY
Kalastyle,gifts|features|the beauty gift guide,2017-12-05T21:16:17.283Z,"Husband-and-wife duo Kate and Lance Smith started Kalastyle over twenty years ago in a New England farmhouse. The brand has grown, but this family business remains true to its roots: a modern aesthetic, eco-awareness and simple, high- quality products. Their organic soaps use only natural ingredients to exfoliate, deep-clean and hydrate your skin. **Seaweed**: formulated for dry skin using active marine algae **Sea Salt**: sea salt soften appearance of skin **Sea Aster**: soothes appearance of redness",https://images.anthropologie.com/is/image/Anthropologie/38372132_060_b|http://images.anthropologie.com/is/image/Anthropologie/38372132_060_b|http://images.anthropologie.com/is/image/Anthropologie/38372132_040_b|http://images.anthropologie.com/is/image/Anthropologie/38372132_030_b,Kalastyle Swedish Dream Soap,38372132,https://www.anthropologie.com/shop/kalastyle-swedish-dream-soap2,Sea Aster|Blue|Green
Sunday Riley,gifts|features|the beauty gift guide,2017-12-05T21:16:17.958Z,"Sunday Riley is a line of layer-able formulas that unite the most advanced breakthroughs in cosmetic science with pure, potent botanicals. Each technology-driven blend delivers active ingredients at maximum concentration, guaranteeing noticeable anti-aging benefits, long-term rejuvenation and instant, luminous results. This powerful daily or overnight treatment is infused with skin-brightening licorice, rejuvenating squalene and soothing arnica that work to reduce wrinkles, improve circulation and firm skin. **How to use**: For a daily serum, apply one to two pumps to clean skin to prep for foundation; you can also layer over night oils. For a quick mask, combine with a cleanser using a 2:1 ratio and let sit for 10 minutes before rinsing.",https://images.anthropologie.com/is/image/Anthropologie/38795720_010_b|https://images.anthropologie.com/is/image/Anthropologie/38795720_010_b14|https://images.anthropologie.com/is/image/Anthropologie/38795720_010_b15|http://images.anthropologie.com/is/image/Anthropologie/38795720_010_b|http://images.anthropologie.com/is/image/Anthropologie/38795720_010_b14|http://images.anthropologie.com/is/image/Anthropologie/38795720_010_b15,"Sunday Riley Good Genes All-In-One Lactic Acid Treatment, 1 oz.",38795720,https://www.anthropologie.com/shop/sunday-riley-good-genes-all-in-one-lactic-acid-treatment-1-oz,White
