item>>brand,item>>categories,item>>description,item>>image,item>>instock,item>>manufactorer,item>>price,item>>sku,item>>title,item>>total_reviews,item>>url
Рецепты бабушки Агафьи,"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Шампунь-настой Рецепты бабушки Агафьи 37 таежных трав объем и пышность для волос обладает природной силой, увлажняет,  дарит им свежесть и легкость благодаря насыщению витаминами и микроэлементами, которые укрепляют и приподнимают волосы у корней, создавая объем. Волосы становятся живые, пышные и блестящие, как после посещения SPA салона.
                                                    Состав:
                    Aqua with infusions of Organic Saponaria Officinalis Root Extract (органический экстракт мыльного корня), Organic Rhodiola Rosea Root Extract (органический экстракт родиолы розовой), Organic Scutellaria Baicalensis Root Extract (органический экстракт таежного шлемника), Organic Tanacetum Boreale Flower Extract (органический экстракт сибирской пижмы), Organic Mentha Piperita Leaf Extract (органический экстракт черной таежной мяты), Organic Vaccinium Myrtillus Fruit Extract (органический экстракт черники), Organic Silybum Marianum Seed Extract (органический экстракт семян расторопши), Organic Artemisia Vulgaris Extract (органический экстракт серебристой полыни), Organic Salvia Officinalis Leaf Extract (органический экстракт шалфея), Organic Calendula Officinalis Flower Extract (органический экстракт календулы), Organic Chamomilla Recutita Flower Extract (органический экстракт ромашки), Organic Arctium Lappa Root Extract (органический экстракт корня лопуха), Organic Hypericum Perforatum Extract (органический экстракт зверобоя), Organic Achillea Millefolium Flower Extract (органический экстракт тысячелистника), Organic Aquilegia Sibirica Flower/Leaf/Stem Extract  (органический экстракт водосбора сибирского), Organic Bidens Tripartita Flower/Leaf/Stem Extract (органический экстракт череды), Organic Glycyrrhiza Glabra Root Extract (органический экстракт солодки), Organic Iris Sibirica Root Extract (органический экстракт ириса сибирского), Organic Potentilla Chinensis Extract (органический экстракт лапчатки таежной), Organic Sophora Flavescens Extract (органический экстракт софоры), Organic Hesperis Sibirica Flower/Leaf/Stem Extract (органический экстракт  вечерницы сибирской), Organic Arctostaphylos Uva Ursi Leaf Extract (органический экстракт толокнянки), Organic Angelica Archangelica Root Extract (органический экстракт ангелики), Organic Matteuccia Struthiopteris Extract (органический экстракт черного папоротника), Organic Plantago Asiatica Leaf/Stem Extract (органический экстракт подорожника таежного), Organic Rhododendron Adamsii Leaf/Stem Extract (органический экстракт рододендрона), Organic Usnea Barbata Extract (органический экстракт уснеи снежной), Organic Arnica Montana Flower Extract (органический экстракт арники), Organic Hedysarum Sangilense Root Extract (органический экстракт красного корня), Organic Ledum Palustre Extract (органический экстракт багульника), Organic Schisandra Chinensis Fruit Extract (органический экстракт лимонника), Organic Solidago Virgaurea Extract (органический экстракт золотарника), Organic Pelargonium Graveolens Extract (органический экстракт сибирской герани), Organic Centaurium Erythraea Extract (органический экстракт семисильника), Organic Inula Helenium Extract (органический экстракт девясила), Organic Urtica Dioica Extract (органический экстракт крапивы), Organic Origanum Vulgare Flower/Leaf/Stem Extract (органический экстракт  душицы), Organic Melissa Officinalis Flower/Leaf/Stem Extract (органический экстракт  мелиссы), Organic Flavocetraria Nivalis Extract (органический экстракт цетрарии снежной), Organic Acanthopanax Senticosus Root Extract (органический экстракт таежного элеутерококка), Organic Juniperus Communis Fruit Extract (органический экстракт можжевельника); Sodium Coco-Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Citric Acid, Aroma (натуральный ароматизатор полыни и календулы), Chlorophyllin-Copper Complex. 
                                                    Показания к применению:
                    Уход за волосами. Придает объем и пышность.
                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов.
                                                    Побочные действия:
                    Информация отсутствует.
                                                    Способ приготовления или применения:
                    Нанести на влажные волосы и вспенить. Легкими движениями вмассировать шампунь в кожу волосистой части головы возле корней волос и оставить на 3 минуты, затем тщательно смыть теплой. 
                                                                    Условия хранения:
                    Хранить в сухом месте.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/28/78/30/shampun-nastoy-retsepty-babushki-agafi-37-taezhnyh-trav-obem-i-pyshnost-600x600.jpg,no,Первое решение ООО,257,1728392,Шампунь-настой Рецепты бабушки Агафьи 37 таежных трав объем и пышность,0,https://monastirev.ru/offer/vladivostok/1110146816/shampun-nastoi-retsepty-babushki-agafi-37-taezhnykh-trav-obem-i-pyshnost
Банька Агафьи,"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Шапмунь-питание на органических маслах, богатых микроэлементами и витаминами, идеально подходит для интенсивного восстановления сухих и ослабленных волос. Увлажняет и возвращает волосам природную силу, здоровый блеск и эластичность. Масло амаранта содержит сквален, способствует насыщению клеток кислородом, масло семян клюквы увлажняет волосы. Масла примулы вечерней и женьшеня богаты микроэлементами и органическими кислотами, питают кожу головы. Масло медуницы содержит флавоноиды, аллантоин и минеральные вещества, способствует росту волос. Масло кедровых орехов предотвращает ломкость и выпадение волос. Масло сибирского льна богато витаминами Е и А, жирными кислотами Омега-3, интенсивно питает и восстанавливает поврежденную структуру волос.
                                                    Состав:
                    Aqua, Sodium Coco-Sulfate ,Organic Amaranthus Caudatus Seed Oil (органическое масло амаранта), Organic Oxycoccus Palustris Seed Oil (органическое масло семян клюквы), Coco-Glucoside (and) Glyceryl Oleate, Sorbitane Caprylate, Organic Primula Vulgaris Oil (органическое масло примулы вечерней), Organic Panax Ginseng Oil (органическое масло женьшеня), Organic Pulmonaria Officinalis Oil (органическое масло медуницы), Organic Pinus Palustris Oil (органическое кедровое масло), Organic Linum Usitatissimum (Linseed) Seed Oil (органическое масло сибирского льна), Parfum, Benzoic Acid, Sorbic Acid, Benzyl Alcohol, Citric Acid, Parfum.
                                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов
                                                    Побочные действия:
                    Информация отсутствует
                                                                                    Условия хранения:
                    Хранить в сухом месте",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/14/70/83/shampun-pitanie-banka-agafi-600x600.jpg,no,Первое решение ООО,91,448698,Шампунь-питание Банька Агафьи,0,https://monastirev.ru/offer/vladivostok/1101608463/shampun-pitanie-banka-agafi
Банька Агафьи,"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Шампунь-уход на молочной сыворотке с тщательно отобранными сибирскими травами создан для глубокого питания, восстановления и эффективной защиты окрашенных волос. Надолго сохраняет насыщенность цвета, блеск и эластичность волос.

Молочная сыворотка - источник кальция и белка, придает волосам блеск, эластичность и прочность. Байкальский шлемник содержит эфирные масла и сапонины, увлажняющие волосы. Цетрария снежная содержит редкую усниновую кислоту, защищающую волосы от неблагоприятных факторов окружающей среды. Аралия маньчжурская содержит витамины В2, С и флавоноиды, укрепляет корни волос. Шишки черной ольхи стимулируют рост волос. Органический экстракт родиолы розовой - сильнейший растительный антиоксидант, защищает и поддерживает цвет волос
                                                    Состав:
                    Aqua, Sodium Coco-Sulfate, Whey (молочная сыворотка), Scutellaria Baicalensis Root Extract (экстракт байкальского шлемника), Cetraria Nivalis Extract (экстракт цетрарии снежной), Aralia Mandshurica Extract (экстракт аралии маньчжурской), Coco-Glucoside (and) Glyceryl Oleate, Sorbitane Caprylate ,Organic Rhodiola Rosea Root Extract (органический экстракт родиолы розовой), Alnus Glutinosa Extract (экстракт шишек черной ольхи Parfum, Benzoic Acid, Sorbic Acid, Benzyl Alcohol, Citric Acid, Parfum.

                                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов
                                                    Побочные действия:
                    Информация отсутствует
                                                                                    Условия хранения:
                    Хранить в сухом месте",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/14/70/85/shampun-uhod-banka-agafi-600x600.jpg,no,Первое решение ООО,77,448700,Шампунь-уход Банька Агафьи,0,https://monastirev.ru/offer/vladivostok/1101608467/shampun-ukhod-banka-agafi
Веледа (Weleda),"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Веледа Шампунь-уход с экстрактом просо.

Мягкий шампунь деликатно очищает и возвращает естественную эластичность волос. Входящие в состав шампуня органическое масло ореха макадамии и экстракт оболочки семян просо и шалфея очищают, питают и обеспечивают естественную эластичность волос. Шампунь идеально подходит для всех членов семьи.
Ноту свежести и жизненной энергии подарят грейпфрут и мята. Композиция дополнена мягкими древесными оттенками амириса.
Не содержит силиконов, минеральных масел, моющих веществ на основе сульфатов, синтетических ароматизаторов и консервантов.
                                                    Состав:
                    Вода, активно моющие аминокислоты, сахарные тенсиды, овсяные аминокислоты, спирт, глицерин, ксантан, смесь натуральных эфирных масел, глицерид жирной кислоты, натрия пироглютамат, вытяжка из семян проса, масло орехов макадамии, вытяжка шалфея (листья), молочная кислота, эфир пироглютаминовой кислоты, аргинин, фитат натрия.
                                                    Показания к применению:
                    Для нормальных волос. 
                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов.
                                                    Побочные действия:
                    Информация отсутствует. 
                                                    Способ приготовления или применения:
                    Нанесите шампунь массирующими движениями на мокрые волосы, тщательно намыльте голову, смойте.
                                                                    Условия хранения:
                    Хранить в недоступном для детей месте,при температуре не выше 25 °С",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/11/16/55/shampun-uhod-veleda-weleda-600x600.jpg,no,Веледа АГ,934,267787,Шампунь-уход Веледа (Weleda),0,https://monastirev.ru/offer/vladivostok/1100350248/shampun-ukhod-veleda-weleda
Нивея (Nivea),"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Шампунь от Nivea - ULTRA дарит длительное ощущение чистоты, а ухаживающие компоненты восстанавливают волосы. Парфюмированный аромат с древесными нотками придаст Тебе уверенности на весь день. Твой день.

NIVEA — торговая марка, принадлежащая немецкой компании Beiersdorf AG. На сегодняшний день бренд Nivea предлагает своим потребителям огромную коллекцию средств по уходу за кожей тела, лица, за волосами, натуральную косметику и много другой продукции. Благодаря очень строгому многоуровневому контролю качества вся натуральная продукция Nivea гарантировано соответствует наивысшим международным стандартам качества.
                                                    Состав:
                    Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Glycerin, PEG-3 Distearate, PEG-40 Hydrogenated Castor Oil, PEG-200 Hydrogenated Glyceryl Palmate, Sodium Benzoate, Citric Acid, Linalool, Limonene, Parfum, CI 61570, CI 77266, CI 16035, CI 10316
                                                    Показания к применению:
                    Для всех типов волос.
Восстановление волос.
                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов.
                                                    Побочные действия:
                    Информация отсутствует.
                                                    Способ приготовления или применения:
                    Встряхните перед использованием. Нанесите на мокрые волосы, вспеньте, смойте.
                                                                    Условия хранения:
                    Хранить в сухом, защищенном от света месте при температуре 5-25С.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/33/72/13/shampun-uhod-niveya-nivea-ultra-600x600.jpg,no,Байерсдорф АГ,495,1777825,Шампунь-уход Нивея (Nivea) Ultra,0,https://monastirev.ru/offer/vladivostok/1110196249/shampun-ukhod-niveia-nivea-ultra
Акулья Сила,"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                     Шампунь «Активатор роста» - однородная гелеобразная масса без посторонних примесей, светло-желтого цвета с приятным растительным запахом. Шампунь нового поколения содержит комплекс инновационных биостимуляторов роста волос (Baicapil™, ниацин, биотин) и природных компонентов (дрожжи и имбирь), улучшающих кровоснабжение и клеточное питание волосяных фолликулов, продлевая их активную фазу жизни и пробуждая «спящие» луковицы. Эфирные масла и комплекс витаминов интенсивно питают и укрепляют волосы от корней до кончиков, предотвращая истончение и ломкость. При регулярном использовании шампунь увеличивает длину и густоту волос, останавливает выпадение, стимулирует рост новых здоровых и сильных волос. Результат: Стимулирует рост волос, увеличивает их длину и густоту, укрепляет корни и стрежни волос, останавливает выпадение.

Акулья Сила - косметика, способная не только эффективно воздействовать на кожу, но и на волосы. Инновационные продукты: косметические кремы и маски для любого типа кожи и возраста, шампуни и маски для волос Акулья сила

                                                    Состав:
                    Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cocamide DEA (кокосовое масло), PEG-4 Rapeseedamide, Laureth-5 Sodium Carboxylate, Sodium Chloride, Silicone Quaternium-16, Undeceth-11, Butyloctanol, Undeceth-5, Hydroxypropyltrimonium Honey (мед), PEG-40 Hydrogenated Castor Oil (касторовое масло), Zingiber Officinale (Ginger) Extract (экстракт имбиря), Yeast Extract (экстракт дрожжей), Baicapil™ (Propanediol, Water, Arginine, Lactic Acid, Glycine Soja (Soybean) Germ Extract, Triticum Vulgare (Wheat) Germ Extract, Scutellaria Baicalensis Root Extract) (аргинин, экстракты зародышей бобов сои, зародышей пшеницы, корней шлемника байкальского), PV1 (Betula Alba Leaf Extract, Urtica Dioica (Nettle) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Panicaum Miliaceum (Millet) Seed Extract, Lawsonia Inermis (Henna) Extract, Equisetum Arvense Extract, Humulus Lupulus (Hops) Extract, Arctium Lappa Root Extract, Salvia Officinalis (Sage) Leaf Extract, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Juice, Biotin, Niacin, Calcium Pantothenate) (биотин, ниацин, экстракты березы, крапивы, ромашки, золотого проса, хны, хвоща, хмеля, лопуха, шалфея, зеленого чая, гель алоэ вера), Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Allantoin (аллантоин), Menthe Arvensis Herb Oil (масло мяты), Pimenta Acris (Bay) Leaf Oil (масло бей), Citrus Aurantium Dulcis (Orange) Peel Oil (масло апельсина), Cupressus Sempervirens Leaf Oil (масло кипариса), Citrus Aurantium Amara (Bitter Orange) Peel Oil (масло петитгрейна), Rosmarinus Officinalis (Rosemary) Leaf Oil (масло розмарина), Salvia Officinalis (Sage) Oil (масло шалфея), Retinyl Palmitate (витамин А), Pyridoxine HCI (витамин В6), Shark Liver Oil (акулий жир), Citric Acid, Disodium EDTA, Methylchloroisothiazolinone, Methylisothiazolinone, Eugenol, Linalool, Limonene, Citral, Geraniol.

                                                    Показания к применению:
                    Как профилактическое и вспомогательное средство при комплексном лечении выпадения волос на начальной стадии.


                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов.
                                                    Побочные действия:
                    Информация отсутствует.
                                                    Способ приготовления или применения:
                    Нанести шампунь на мокрые волосы легкими массирующими движениями вспенить, оставить для воздействия на 1-2 минуты. Тщательно смыть водой. При попадании в глаза промыть обильным количеством воды.


                                                                    Условия хранения:
                    Хранить в недоступном для детей месте,при температуре не выше 25 °С.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/26/85/65/shampun-akulya-sila-600x600.jpg,yes,Твинс Тэк АО,601,1709188,Шампунь Акулья Сила,0,https://monastirev.ru/offer/vladivostok/1110127612/shampun-akulia-sila
Акулья Сила,"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Акулья сила Шампунь «От выпадения волос и облысения» - однородная гелеобразная масса без посторонних примесей, текстура светло-желтого цвета, с приятным фантазийным запахом. Инновационный шампунь с комплексом биостимуляторов роста (Baicapil™, ниацин, имбирь), активизируя кровоснабжение и клеточное питание волосяных фолликулов, продлевает их активную фазу жизни и пробуждает к жизни «спящие» луковицы, останавливает выпадение и стимулирует рост новых волос. Экстракты лекарственных растений и комплекс витаминов интенсивно питают и укрепляют волосы от корней до кончиков, предотвращая истончение и ломкость. Эфирные масла нормализуют секрецию сальных желез, бережно очищают кожу головы, снимают раздражение, зуд и воспаление, предотвращая образование перхоти. При регулярном использовании шампунь останавливает выпадение, стимулирует рост новых здоровых и сильных волос. 

Результат: Останавливает выпадение, стимулирует рост новых волос.

Бренд Акулья Сила - косметика, способная не только эффективно воздействовать на кожу, но и на волосы. Инновационные продукты: косметические кремы и маски для любого типа кожи и возраста, шампуни и маски для волос


                                                    Состав:
                    Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Cocamide DEA (кокосовое масло), PEG-4 Rapeseedamide, Laureth-5 Sodium Carboxylate, Sodium Chloride, Silicone Quaternium-16, Undeceth-11, Butyloctanol, Undeceth-5, Hydroxypropyltrimonium Honey (мед), PEG-40 Hydrogenated Castor Oil (касторовое масло), BeauPlex®VH (Niacinamide, Сalcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCI, Maltodextrin, Sodium Starch Octenylsuccinate, Silica) (ниацин, витамины В3, В5, С, Е, В6), Zingiber Officinale (Ginger) Extract (экстракт имбиря), Arctium Lappa Extract (экстракт лопуха), Baicapil™ (Propanediol, Water, Arginine, Lactic Acid, Glycine Soja (Soybean) Germ Extract, Triticum Vulgare (Wheat) Germ Extract, Scutellaria Baicalensis Root Extract) (аргинин, экстракты зародышей бобов сои, зародышей пшеницы, корней шлемника байкальского), Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Allantoin (аллантоин), Menthe Arvensis Herb Oil (масло мяты), Pimenta Acris (Bay) Leaf Oil (масло бей), Litsea Cubeba Fruit Oil (масло литсеи кубебы), Pinus Sylvestris Oil (масло сосны), Salvia Officinalis (Sage) Oil (масло шалфея), Shark Liver Oil (акулий жир), Citric Acid, Disodium EDTA, Methylchloroisothiazolinone, Methylisothiazolinone, Eugenol, Linalool, Limonene.

                                                    Показания к применению:
                    Останавливает выпадение, стимулирует рост новых волос.

                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов.
                                                    Побочные действия:
                    Информация отсутствует.
                                                    Способ приготовления или применения:
                    Нанести шампунь на мокрые волосы легкими массирующими движениями вспенить, оставить для воздействия на 1-2 минуты. Тщательно смыть водой. При попадании в глаза промыть обильным количеством воды.


                                                                    Условия хранения:
                    Хранить в недоступном для детей месте,при температуре не выше 25 °С.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/26/85/68/shampun-akulya-sila-600x600.jpg,yes,Твинс Тэк АО,633,1709190,Шампунь Акулья Сила,0,https://monastirev.ru/offer/vladivostok/1110127614/shampun-akulia-sila
Алерана (ALERANA),"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Шампунь ALERANA разработан для укрепления ослабленных, выпадающих волос, обогащен натуральными стимуляторами роста. 

Уникальная формула шампуня ALERANA разработана специалистами фармацевтической компании для укрепления ослабленных, склонных к выпадению волос. Шампунь для сухих и нормальных волос дополнительно содержит богатое ненасыщенными жирными кислотами маковое масло, смягчающее сухую кожу головы, и лецитин, который восстанавливает секущиеся конца, придает волосам красивый и здоровый блеск. 

Уникальная формула разработана специалистами фармацевтической компании «Вертекс содержит комплекс натуральных компонентов
обеспечивает бережный уход, учитывая особенности сухих и нормальных волос не нарушают естественный кислотно-щелочной баланс кожи головы.
                                                    Состав:
                    Активные компоненты.
Натуральные экстракты крапивы и лопуха, масло чайного дерева, провитамин В5 (пантенол), гидролизованные протеины пшеницы, лецитин, маковое масло.
                                                    Показания к применению:
                    Уникальная формула шампуня предотвращает выпадение и стимулирует рост волос. 
                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов.
                                                    Побочные действия:
                    Информация отсутствует.
                                                    Способ приготовления или применения:
                    Небольшое количество шампуня нанести на влажные волосы, взбить пену, помассировать, оставить на 1-3 минуты, затем смыть теплой водой. Для достижения наилучшего эффекта после применения шампуня рекомендуется использовать бальзам-ополаскиватель ALERANA. 
                                                                    Условия хранения:
                    В сухом, защищенном от света месте, при температуре не выше 25 град.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/04/18/73/shampun-alerana-alerana-600x600.jpg,yes,Вертекс ЗАО,601,41370,Шампунь Алерана (ALERANA),0,https://monastirev.ru/offer/vladivostok/41370/shampun-alerana-alerana
Алерана (ALERANA),"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Витамин Е влияет на питание волосяных луковиц. Он поддерживает кожу в здоровом состоянии, отвечает за транспортировку кислорода в крови. При нехватке витамина Е волосы начинают выпадать. 
УФ-фильтр эффективно защищает волосы от негативного действия солнечных лучей по всему УФ-спектру, защищает окрашенные волос от выгорания. 
Декспантенол действует как на кожу головы, так и по всей длине волос. Он нормализует обмен веществ, увлажняет и успокаивает кожу головы. Проникая в стержень волоса, декспантенол улучшает состояние волос, придавая силу и блеск. 
Кератин питает стержень, устраняет повреждения и укрепляет сцепление чешуек на стержне волоса, придавая волосам силу и блеск. 
Procapil усиливает микроциркуляцию крови в коже головы, улучшает питание корней, стимулирует клеточный метаболизм в волосяных фолликулах, активизирует рост волос. 
Содержит procapil - комплекс компонентов растительного происхождения, активизирующий рост волос. Частички procapil усиливают микроциркуляцию крови в коже головы, улучшают питание корней, стимулируют клеточный метаболизм в волосяных фолликулах. 
Преимущества: 
предотвращает выпадение и стимулирует рост волос
улучшает питание и оздоравливает волосяные фолликулы
обеспечивает защиту цвета от потускнения и выгорания
защищает волокна волоса от негативного воздействия окружающей среды, от негативного действия солнечных лучей по всему УФ-спектру
увлажняет кожу головы 
интенсивно питает ослабленные волосы
активно восстанавливает структуру волос
придает волосам силу и блеск
                                                    Состав:
                    Информация отсутствует
                                                    Показания к применению:
                    Для окрашенных волос обеспечивает бережный уход за окрашенными волосами, склонными к выпадению, и стойкую защиту цвета.
                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов
                                                    Побочные действия:
                    Информация отсутствует
                                                    Способ приготовления или применения:
                    Небольшое количество шампуня нанести на влажные волосы, взбить пену, помассировать, оставить на 1-3 минуты, затем смыть теплой водой. Для достижения наилучшего эффекта после применения шампуня рекомендуется использовать бальзам-ополаскиватель ALERANA. 
                                                                    Условия хранения:
                    Хранить в сухом, защищенном от света месте, при температуре не выше 25 С.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/16/06/50/shampun-alerana-alerana-600x600.jpg,yes,Вертекс ЗАО,649,655128,Шампунь Алерана (ALERANA),0,https://monastirev.ru/offer/vladivostok/1102103341/shampun-alerana-alerana
Алерана (ALERANA),"Косметика,Для волос,Шампуни","Инструкция по применению
                                    Описание:
                    Масло жожоба обеспечивает интенсивное питание, смягчает и увлажняет кожу головы, укрепляет слабую кутикулу волоса, возвращает волосам естественный объем, силу и блеск. 
Лецитин улучшает внешний вид волос, восстанавливает поврежденные секущиеся концы, повышает эластичность и шелковистость волос, придает волосам здоровый блеск. 
Декспантенол действует как на кожу головы, так и по всей длине волос. Он нормализует обмен веществ, увлажняет и успокаивает кожу головы. Проникая в стержень волоса, декспантенол улучшает состояние волос, придавая силу и блеск. 
Procapil усиливает микроциркуляцию крови в коже головы, улучшает питание корней, стимулирует клеточный метаболизм в волосяных фолликулах, активизирует рост волос. 
Кератин питает стержень, устраняет повреждения и укрепляет сцепление чешуек на стержне волоса, придавая волосам силу и блеск. 
Содержит procapil - комплекс компонентов растительного происхождения, активизирующий рост волос. Частички procapil усиливают микроциркуляцию крови в коже головы, улучшают питание корней, стимулируют клеточный метаболизм в волосяных фолликулах. 
Преимущества: 
предотвращает выпадение и стимулирует рост волос
улучшает питание и оздоравливает волосяные фолликулы 
увлажняет кожу головы 

обеспечивает интенсивное питание волос
активно восстанавливает структуру волос, придавая волосам силу и блеск
восстанавливает поврежденные секущиеся кончики
                                                    Состав:
                    Информация отсутствует
                                                    Показания к применению:
                    Обеспечивает интенсивное питание тонких, ослабленных, склонных к выпадению волос.
                                                                                    Противопоказания:
                    Индивидуальная непереносимость компонентов
                                                    Побочные действия:
                    Информация отсутствует
                                                    Способ приготовления или применения:
                    Небольшое количество шампуня нанести на влажные волосы, взбить пену, помассировать, оставить на 1-3 минуты, затем смыть теплой водой. Для достижения наилучшего эффекта после применения шампуня рекомендуется использовать бальзам-ополаскиватель ALERANA. 
                                                                    Условия хранения:
                    Хранить в сухом, защищенном от света месте, при температуре не выше 25С.",https://xn--n1aalg.xn--80ae2aeeogi5fxc.xn--p1ai/s/gi/prod/00/00/24/41/12/shampun-alerana-alerana-600x600.jpg,yes,Вертекс АО,644,1674819,Шампунь Алерана (ALERANA),0,https://monastirev.ru/offer/vladivostok/1109103243/shampun-alerana-alerana
